,N3n_LON,N3n_LAT,N3n_DATE,N3n_NAME,Qc
1297,7.421,43.235,2018-12-22 00:00:00,6902901,-9999.0
1298,33.839,32.891,2018-12-22 00:00:00,6901773,2.0
1299,10.151,40.304,2018-12-23 00:00:00,6903238,-9999.0
1300,18.209,41.643,2018-12-23 00:00:00,6903250,1.0
1301,18.983,35.413,2018-12-23 00:00:00,6903237,-9999.0
1302,27.48,34.888,2018-12-23 00:00:00,6902900,1.0
1303,27.695,35.053,2018-12-23 00:00:00,6902872,-9999.0
1304,29.517,31.666,2018-12-23 00:00:00,6901766,2.0
1305,17.59,39.844,2018-12-24 00:00:00,6903249,1.0
1306,21.081,36.105,2018-12-24 00:00:00,6901772,8.0
1307,7.457,43.225,2018-12-25 00:00:00,6902901,-9999.0
1308,23.027,34.146,2018-12-25 00:00:00,6903246,-9999.0
1309,27.47,34.895,2018-12-26 00:00:00,6902900,1.0
1310,10.171,40.344,2018-12-28 00:00:00,6903238,-9999.0
1311,12.586,39.236,2018-12-28 00:00:00,6902903,1.0
1312,18.108,41.927,2018-12-28 00:00:00,6903250,1.0
1313,18.958,35.523,2018-12-28 00:00:00,6903237,-9999.0
1314,23.28,34.575,2018-12-28 00:00:00,6901775,-9999.0
1315,17.265,40.092,2018-12-29 00:00:00,6903249,1.0
1316,23.751,39.268,2018-12-29 00:00:00,6903283,-9999.0
1317,27.437,34.896,2018-12-29 00:00:00,6902900,1.0
1318,33.957,32.924,2018-12-29 00:00:00,6901773,2.0
1319,23.177,34.103,2018-12-30 00:00:00,6903246,-9999.0
1320,7.403,43.173,2018-12-31 00:00:00,6902901,-9999.0
1321,21.215,36.106,2018-12-31 00:00:00,6901772,8.0
